no,category,subcategory,arxiv_url,title,citations,source,additional_doi
536,Robotics,Navigation,http://arxiv.org/abs/2402.07537 ,UAV-assisted Visual SLAM Generating Reconstructed 3D Scene Graphs in GPS-denied Environments,0,ai_generated,10.1109/icuas60882.2024.10556948
535,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2402.03840 ,Belief Scene Graphs: Expanding Partial Scenes with Objects through Computation of Expectation,0,ai_generated,10.1109/icra57147.2024.10611352
534,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2401.14626 ,Towards Lifelong Scene Graph Generation with Knowledge-ware In-context Prompt Learning,0,ai_generated,
533,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2401.14111 ,Image Synthesis with Graph Conditioning: CLIP-Guided Diffusion Models for Scene Graphs,0,ai_generated,
532,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2401.12835 ,SGTR+: End-to-end Scene Graph Generation with Transformer,0,ai_generated,10.1109/tpami.2023.3332246
531,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2401.12479 ,TD^2-Net: Toward Denoising and Debiasing for Dynamic Scene Graph Generation,0,ai_generated,
530,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2401.09786 ,Adaptive Self-training Framework for Fine-grained Scene Graph Generation,2,ai_generated,
529,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2401.09340 ,SceneVerse: Scaling 3D Vision-Language Learning for Grounded Scene Understanding,2,ai_generated,
528,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2401.01130 ,Joint Generative Modeling of Grounded Scene Graphs and Images via Diffusion Models,0,ai_generated,
527,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2312.17425 ,ALF: Adaptive Label Finetuning for Scene Graph Generation,0,ai_generated,10.1109/iccwamtip64812.2024.10873763
526,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2312.13219 ,Interactive Visual Task Learning for Robots,0,ai_generated,10.1609/aaai.v38i9.28896
525,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2312.11713 ,Indoor and Outdoor 3D Scene Graph Generation via Language-Enabled Spatial Ontologies,2,ai_generated,10.1109/lra.2024.3384084
524,Others,Medical,http://arxiv.org/abs/2312.10251 ,Advancing Surgical VQA with Scene Graph Knowledge,1,ai_generated,10.1007/s11548-024-03141-y
523,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2312.09076 ,ProSGNeRF: Progressive Dynamic Neural Scene Graph with Frequency Modulated Foundation Model in Urban Scenes,7,ai_generated,
522,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2312.07621 ,Spatiotemporal Event Graphs for Dynamic Scene Understanding,0,ai_generated,
521,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2312.04314 ,GPT4SGG: Synthesizing Scene Graphs from Holistic and Region-specific Narratives,1,ai_generated,
520,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2312.03391 ,Action Scene Graphs for Long-Form Understanding of Egocentric Videos,0,ai_generated,10.1109/cvpr52733.2024.01762
519,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2312.03050 ,HIG: Hierarchical Interlacement Graph Approach to Scene Graph Generation in Video Understanding,3,ai_generated,10.1109/cvpr52733.2024.01740
518,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2312.03032 ,ZeroReg: Zero-Shot Point Cloud Registration with Foundation Models,2,ai_generated,
517,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2312.00093 ,GraphDreamer: Compositional 3D Scene Synthesis from Scene Graphs,0,ai_generated,10.1109/cvpr52733.2024.02012
516,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.18553 ,Heterogeneous Graph-based Trajectory Prediction using Local Map Context and Social Interactions,1,ai_generated,10.1109/itsc57777.2023.10422462
515,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2312.07740 ,HAtt-Flow: Hierarchical Attention-Flow Mechanism for Group Activity Scene Graph Generation in Videos,1,ai_generated,
514,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2311.17058 ,Panoptic Video Scene Graph Generation,0,ai_generated,10.1109/cvpr52729.2023.01791
513,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.17076 ,Compositional Chain-of-Thought Prompting for Large Multimodal Models,4,ai_generated,
512,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.16492 ,VLPrompt: Vision-Language Prompting for Panoptic Scene Graph Generation,1,ai_generated,
511,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.16479 ,Mitigating Hallucination in Visual Language Models with Visual Supervision,2,ai_generated,
510,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.12889 ,Enhancing Scene Graph Generation with Hierarchical Relationships and Commonsense Knowledge,1,ai_generated,10.1109/wacv61041.2025.00861
509,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.10988 ,Expanding Scene Graph Boundaries: Fully Open-vocabulary Scene Graph Generation via Visual-Concept Alignment and Retention,0,ai_generated,
508,Scene Graph,Representation,http://arxiv.org/abs/2311.06746 ,Two Stream Scene Understanding on Graph Embedding,0,ai_generated,
507,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.04192 ,JaSPICE: Automatic Evaluation Metric Using Predicate-Argument Structures for Image Captioning Models,0,ai_generated,10.18653/v1/2023.conll-1.28
506,Robotics,Manipulation,http://arxiv.org/abs/2311.02247 ,PRISM: Progressive Restoration for Scene Graph-based Image Manipulation,0,ai_generated,
505,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.01755 ,Towards a Unified Transformer-based Framework for Scene Graph Generation and Human-object Interaction Detection,0,ai_generated,
504,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2311.01192 ,Semantic Scene Graph Generation Based on an Edge Dual Scene Graph and Message Passing Neural Network,0,ai_generated,10.1016/j.imavis.2025.105572
503,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.20357 ,Enhancing the Spatial Awareness Capability of Multi-Modal Large Language Model,2,ai_generated,
502,Reasoning,VQA,http://arxiv.org/abs/2310.20159 ,Language Guided Visual Question Answering: Elevate Your Multimodal Language Model Using Knowledge-Enriched Prompts,0,ai_generated,10.18653/v1/2023.findings-emnlp.809
501,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.18235 ,Davidsonian Scene Graph: Improving Reliability in Fine-grained Evaluation for Text-to-Image Generation,8,ai_generated,
500,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2310.17493 ,A Hybrid Graph Network for Complex Activity Detection in Video,0,ai_generated,10.1109/wacv57701.2024.00662
499,Robotics,Robotic Perception,http://arxiv.org/abs/2310.16737 ,Translating Universal Scene Descriptions into Knowledge Graphs for Robotic Environment,0,ai_generated,
498,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2310.16494 ,Lang3DSG: Language-based contrastive pre-training for 3D Scene Graph prediction,0,ai_generated,10.1109/3dv62453.2024.00076
497,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2310.16073 ,FloCoDe: Unbiased Dynamic Scene Graph Generation with Temporal Consistency and Correlation Debiasing,0,ai_generated,10.1109/cvprw63382.2024.00258
496,Robotics,Navigation,http://arxiv.org/abs/2310.15504 ,Cross-view Self-localization from Synthesized Scene-graphs,0,ai_generated,
495,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.14356 ,Semantic and Expressive Variation in Image Captions Across Languages,1,ai_generated,
494,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2310.10586 ,VidCoM: Fast Video Comprehension through Large Language Models with Multimodal Tools,0,ai_generated,
493,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.10404 ,LLM4SGG: Large Language Models for Weakly Supervised Scene Graph Generation,0,ai_generated,10.1109/cvpr52733.2024.02674
492,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.10338 ,Scene Graph Conditioning in Latent Diffusion,0,ai_generated,
491,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.07573 ,Relational Prior Knowledge Graphs for Detection and Instance Segmentation,0,ai_generated,10.1109/iccvw60793.2023.00012
490,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.07056 ,TextPSG: Panoptic Scene Graph Generation from Textual Descriptions,1,ai_generated,10.1109/iccv51070.2023.00266
489,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.05867 ,Domain-wise Invariant Learning for Panoptic Scene Graph Generation,0,ai_generated,10.1109/icassp48485.2024.10447193
488,Reasoning,VQA,http://arxiv.org/abs/2310.01842 ,SelfGraphVQA: A Self-Supervised Graph Neural Network for Scene-based Question Answering,0,ai_generated,10.1109/iccvw60793.2023.00499
487,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.01636 ,Adaptive Visual Scene Understanding: Incremental Scene Graph Generation,0,ai_generated,10.52202/079017-4335
486,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.01356 ,Less is More: Toward Zero-Shot Local Scene Graph Generation via Foundation Models,0,ai_generated,
485,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2310.00712 ,Logical Bias Learning for Object Relation Prediction,0,ai_generated,
484,Robotics,Manipulation,http://arxiv.org/abs/2310.00670 ,A Hierarchical Graph-based Approach for Recognition and Description Generation of Bimanual Actions in Videos,0,ai_generated,10.1109/access.2024.3509674
483,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2309.16650 ,ConceptGraphs: Open-Vocabulary 3D Scene Graphs for Perception and Planning,12,ai_generated,10.1109/icra57147.2024.10610243
482,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2309.15940 ,Context-Aware Entity Grounding with Open-Vocabulary 3D Scene Graphs,4,ai_generated,
481,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2309.15702 ,SGRec3D: Self-Supervised 3D Scene Graph Learning via Object-Level Scene Reconstruction,1,ai_generated,10.1109/wacv57701.2024.00337
480,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2311.12820 ,MSG-BART: Multi-granularity Scene Graph-Enhanced Encoder-Decoder Language Model for Video-grounded Dialogue Generation,0,ai_generated,10.1109/icassp48485.2024.10447469
479,Others,Medical,http://arxiv.org/abs/2309.14538 ,Dynamic Scene Graph Representation for Surgical Video,0,ai_generated,10.1109/iccvw60793.2023.00015
478,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2309.13237 ,Spatial-Temporal Knowledge-Embedded Transformer for Video Scene Graph Generation,0,ai_generated,
477,Robotics,Robotic Perception,http://arxiv.org/abs/2309.12188 ,SG-Bot: Object Rearrangement via Coarse-to-Fine Robotic Imagination on Scene Graphs,1,ai_generated,10.1109/icra57147.2024.10610792
476,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2309.10461 ,Vision-based Situational Graphs Exploiting Fiducial Markers for the Integration of Semantic Entities,0,ai_generated,10.3390/robotics13070106
475,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2309.10430 ,Predicate Classification Using Optimal Transport Loss in Scene Graph Generation,0,ai_generated,
474,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2309.09844 ,CC-SGG: Corner Case Scenario Generation using Learned Scene Graphs,0,ai_generated,
473,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2309.09311 ,Towards Debiasing Frame Length Bias in Text-Video Retrieval via Causal Intervention,0,ai_generated,
472,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2309.09182 ,Optimal Scene Graph Planning with Large Language Model Guidance,4,ai_generated,10.1109/icra57147.2024.10610599
471,Robotics,Navigation,http://arxiv.org/abs/2309.08914 ,Outram: One-shot Global Localization via Triangulated Scene Graph and Global Outlier Pruning,0,ai_generated,10.1109/icra57147.2024.10610206
470,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2309.08179 ,STDG: Semi-Teacher-Student Training Paradigram for Depth-guided One-stage Scene Graph Generation,0,ai_generated,
469,Robotics,Task-planning,http://arxiv.org/abs/2309.07726 ,GRID: Scene-Graph-based Instruction-driven Robotic Task Planning,2,ai_generated,10.1109/iros58592.2024.10801291
468,Others,Autonomous Driving,http://arxiv.org/abs/2309.06635 ,Collaborative Dynamic 3D Scene Graphs for Automated Driving,0,ai_generated,10.1109/icra57147.2024.10610112
467,Robotics,Navigation,http://arxiv.org/abs/2309.04077 ,SayNav: Grounding Large Language Models for Dynamic Planning to Navigation in New Environments,0,ai_generated,10.1609/icaps.v34i1.31506
466,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2309.03542 ,Zero-Shot Scene Graph Generation via Triplet Calibration and Reduction,0,ai_generated,10.1145/3604284
465,Scene Graph,Representation,http://arxiv.org/abs/2309.03240 ,RepSGG: Novel Representations of Entities and Relationships for Scene Graph Generation,0,ai_generated,10.1109/tpami.2024.3402143
464,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2309.02286 ,Haystack: A Panoptic Scene Graph Dataset to Evaluate Rare Predicate Classes,0,ai_generated,10.1109/iccvw60793.2023.00013
463,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2309.00215 ,Towards Addressing the Misalignment of Object Proposal Evaluation for Vision-Language Tasks via Semantic Grounding,0,ai_generated,10.1109/wacv57701.2024.00434
462,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2308.13812 ,Dysen-VDM: Empowering Dynamics-aware Text-to-Video Diffusion with LLMs,13,ai_generated,
461,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.12910 ,SCoRD: Subject-Conditional Relation Detection with Text-Augmented Data,0,ai_generated,10.1109/wacv57701.2024.00563
460,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.12048 ,Head-Tail Cooperative Learning Network for Unbiased Scene Graph Generation,0,ai_generated,
459,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.11242 ,Faster Optimization in S-Graphs Exploiting Hierarchy,0,ai_generated,
458,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.09472 ,Vision Relation Transformer for Unbiased Scene Graph Generation,1,ai_generated,10.1109/iccv51070.2023.02000
457,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.09351 ,RLIPv2: Fast Scaling of Relational Language-Image Pre-training,2,ai_generated,10.1109/iccv51070.2023.01979
456,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2308.06719 ,3D Scene Graph Prediction on Point Clouds Using Knowledge Graphs,1,ai_generated,10.1109/case56687.2023.10260650
455,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.06712 ,Compositional Feature Augmentation for Unbiased Scene Graph Generation,4,ai_generated,10.1109/iccv51070.2023.01982
454,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2308.05515 ,Mono-hydra: Real-time 3D scene graph construction from monocular camera input with IMU,0,ai_generated,10.5194/isprs-annals-x-1-w1-2023-439-2023
453,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.05286 ,Informative Scene Graph Generation via Debiasing,2,ai_generated,10.1007/s11263-025-02365-y
452,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2308.05274 ,Local-Global Information Interaction Debiasing for Dynamic Scene Graph Generation,0,ai_generated,
451,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2308.05081 ,Constructing Holistic Spatio-Temporal Scene Graph for Video Semantic Role Labeling,16,ai_generated,10.1145/3581783.3612096
450,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.04802 ,Generalized Unbiased Scene Graph Generation,3,ai_generated,
449,Robotics,Navigation,http://arxiv.org/abs/2308.04758 ,Bird's-Eye-View Scene Graph for Vision-Language Navigation,1,ai_generated,
448,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2308.04468 ,3D Scene Diffusion Guidance using Scene Graphs,0,ai_generated,
447,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.03282 ,Environment-Invariant Curriculum Relation Learning for Fine-Grained Scene Graph Generation,0,ai_generated,10.1109/iccv51070.2023.01223
446,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2308.02339 ,Improving Scene Graph Generation with Superpixel-Based Interaction Learning,0,ai_generated,10.1145/3581783.3611889
445,Others,Autonomous Driving,http://arxiv.org/abs/2308.01180 ,Interpretable End-to-End Driving Model for Implicit Scene Understanding,0,ai_generated,10.1109/itsc57777.2023.10422601
444,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2307.16309 ,Triple Correlations-Guided Label Supplementation for Unbiased Video Scene Graph Generation,0,ai_generated,10.1145/3581783.3612024
443,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2307.16206 ,Synthesizing Event-centric Knowledge Graphs of Daily Activities Using Virtual Space,0,ai_generated,10.1109/access.2023.3253807
442,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2307.15567 ,Panoptic Scene Graph Generation with Semantics-Prototype Learning,0,ai_generated,10.1609/aaai.v38i4.28098
441,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2307.15377 ,Co-attention Graph Pooling for Efficient Pairwise Graph Interaction Learning,0,ai_generated,10.1109/access.2023.3299267
440,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2307.14009 ,Car-Studio: Learning Car Radiance Fields from Single-View and Endless In-the-wild Images,1,ai_generated,
439,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2307.08699 ,Pair then Relation: Pair-Net for Panoptic Scene Graph Generation,2,ai_generated,10.1109/tpami.2024.3442301
438,Robotics,Navigation,http://arxiv.org/abs/2307.07468 ,SGGNet$^2$: Speech-Scene Graph Grounding Network for Speech-guided Navigation,1,ai_generated,
437,Robotics,Task-planning,http://arxiv.org/abs/2307.06135 ,SayPlan: Grounding Large Language Models using 3D Scene Graphs for Scalable Robot Task Planning,29,ai_generated,
436,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2307.05276 ,Unbiased Scene Graph Generation via Two-stage Causal Modeling,0,ai_generated,10.1109/tpami.2023.3285009
435,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2307.03339 ,Open-Vocabulary Object Detection via Scene Graph Discovery,1,ai_generated,10.1145/3581783.3612407
434,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2306.17469 ,Manga109Dialog: A Large-scale Dialogue Dataset for Comics Speaker Detection,5,ai_generated,
433,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2307.05356 ,VisText: A Benchmark for Semantically Rich Chart Captioning,2,ai_generated,10.18653/v1/2023.acl-long.401
432,Robotics,Navigation,http://arxiv.org/abs/2306.13760 ,Task-Driven Graph Attention for Hierarchical Relational Object Navigation,1,ai_generated,10.1109/icra48891.2023.10161157
431,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2306.13420 ,Towards Unseen Triples: Effective Text-Image-joint Learning for Scene Graph Generation,0,ai_generated,
430,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2306.10122 ,Multi-Label Meta Weighting for Long-Tailed Dynamic Scene Graph Generation,0,ai_generated,10.1145/3591106.3592267
429,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2306.09112 ,On Certified Generalization in Structured Prediction,0,ai_generated,
428,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2306.05689 ,Single-Stage Visual Relationship Learning using Conditional Queries,5,ai_generated,
427,Others,Autonomous Driving,http://arxiv.org/abs/2306.05419 ,TopoMask: Instance-Mask-Based Formulation for the Road Topology Problem via Transformer-Based Architecture,0,ai_generated,
426,Others,Medical,http://arxiv.org/abs/2306.02651 ,Dynamic Interactive Relation Capturing via Scene Graph Learning for Robotic Surgical Report Generation,0,ai_generated,10.1109/icra48891.2023.10160647
425,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.18668 ,Fine-Grained is Too Coarse: A Novel Data-Centric Approach for Efficient Scene Graph Generation,0,ai_generated,10.1109/iccvw60793.2023.00008
424,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.18391 ,MemeGraphs: Linking Memes to Knowledge Graphs,0,ai_generated,
423,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2305.17537 ,Modeling Dynamic Environments with Scene Graph Memory,2,ai_generated,10.65109/oycd5403
422,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2305.17497 ,FACTUAL: A Benchmark for Faithful and Consistent Textual Scene Graph Parsing,0,ai_generated,10.18653/v1/2023.findings-acl.398
421,Robotics,Navigation,http://arxiv.org/abs/2305.16925 ,How To Not Train Your Dragon: Training-free Embodied Object Goal Navigation with Semantic Frontiers,-1,ai_generated,10.3929/ethz-b-000622379
420,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2305.16283 ,CommonScenes: Generating Commonsense 3D Indoor Scenes with Scene Graph Diffusion,1,ai_generated,
419,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.14885 ,Towards View-invariant and Accurate Loop Detection Based on Scene Graph,0,ai_generated,10.1109/icra48891.2023.10161166
418,Others,Autonomous Driving,http://arxiv.org/abs/2305.14836 ,NuScenes-QA: A Multi-modal Visual Question Answering Benchmark for Autonomous Driving Scenario,4,ai_generated,10.1609/aaai.v38i5.28253
417,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.14281 ,Weakly-Supervised Learning of Visual Relations in Multimodal Pretraining,1,ai_generated,10.18653/v1/2023.emnlp-main.184
416,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.13812 ,Coarse-to-Fine Contrastive Learning in Image-Text-Graph Space for Improved Vision-Language Compositionality,0,ai_generated,10.18653/v1/2023.emnlp-main.56
415,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.12260 ,Cross2StrA: Unpaired Cross-lingual Image Captioning with Cross-lingual Cross-modal Structure-pivoted Alignment,21,ai_generated,10.18653/v1/2023.acl-long.146
414,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.12256 ,Scene Graph as Pivoting: Inference-time Image-free Unsupervised Multimodal Machine Translation with Visual Scene Hallucination,20,ai_generated,10.18653/v1/2023.acl-long.329
413,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2305.11768 ,Generating Visual Spatial Description via Holistic 3D Scene Understanding,7,ai_generated,
412,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.11719 ,Information Screening whilst Exploiting! Multimodal Relation Extraction with Feature Denoising and Multimodal Topic Modeling,21,ai_generated,10.18653/v1/2023.acl-long.823
411,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2305.08522 ,Cross-Modality Time-Variant Relation Learning for Generating Dynamic Scene Graphs,1,ai_generated,10.1109/icra48891.2023.10161478
410,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2305.08190 ,TSGN: Temporal Scene Graph Neural Networks with Projected Vectorized Representation for Multi-Agent Motion Prediction,0,ai_generated,10.1109/iv55152.2023.10186764
409,Robotics,Task-planning,http://arxiv.org/abs/2305.07716 ,Learning to Reason over Scene Graphs: A Case Study of Finetuning GPT-2 into a Robot Language Model for Grounded Task Planning,-1,ai_generated,10.3389/frobt.2023.1221739
408,Robotics,Robotic Perception,http://arxiv.org/abs/2305.07154 ,Foundations of Spatial Perception for Robotics: Hierarchical Representations and Real-time Systems,0,ai_generated,10.1177/02783649241229725
407,Scene Graph,Representation,http://arxiv.org/abs/2305.06343 ,Incorporating Structured Representations into Pretrained Vision & Language Models Using Scene Graphs,0,ai_generated,
406,Robotics,Navigation,http://arxiv.org/abs/2305.06141 ,Active Semantic Localization with Graph Neural Embedding,0,ai_generated,
405,Scene Graph,Representation,http://arxiv.org/abs/2305.06152 ,Structure-CLIP: Towards Scene Graph Knowledge to Enhance Multi-modal Structured Representations,1,ai_generated,10.1609/aaai.v38i3.28017
404,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2305.02743 ,Incremental 3D Semantic Scene Graph Prediction from RGB Sequences,2,ai_generated,10.1109/cvpr52729.2023.00490
403,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2305.02519 ,ANetQA: A Large-scale Benchmark for Fine-grained Compositional Reasoning over Untrimmed Videos,1,ai_generated,10.1109/cvpr52729.2023.02221
402,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2305.02177 ,Transforming Visual Scene Graphs to Image Captions,0,ai_generated,10.18653/v1/2023.acl-long.694
401,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2304.14880 ,SGAligner : 3D Scene Alignment with Scene Graphs,0,ai_generated,
400,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2304.14573 ,SceneGenie: Scene Graph Guided Diffusion Models for Image Synthesis,1,ai_generated,10.1109/iccvw60793.2023.00016
399,Robotics,Robotic Perception,http://arxiv.org/abs/2304.13487 ,Hydra-Multi: Collaborative Online Construction of 3D Scene Graphs with Multi-Robot Teams,0,ai_generated,10.1109/iros55552.2023.10341838
398,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2304.13359 ,Scene Graph Lossless Compression with Adaptive Prediction for Objects and Relations,0,ai_generated,10.1145/3649503
397,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2304.09789 ,Automatic Interaction and Activity Recognition from Videos of Human Manual Demonstrations with Application to Anomaly Detection,0,ai_generated,10.1109/ro-man57019.2023.10309311
396,Scene Graph,Representation,http://arxiv.org/abs/2304.08600 ,RS2G: Data-Driven Scene-Graph Extraction and Embedding for Robust Autonomous Perception and Scenario Understanding,0,ai_generated,10.1109/wacv57701.2024.00732
395,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2304.07647 ,LASER: A Neuro-Symbolic Framework for Learning Spatial-Temporal Scene Graphs with Weak Supervision,0,ai_generated,
394,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2304.05402 ,Boosting Cross-task Transferability of Adversarial Patches with Visual Relations,0,ai_generated,
393,Others,Autonomous Driving,http://arxiv.org/abs/2304.05277 ,Graph-based Topology Reasoning for Driving Scenes,11,ai_generated,
392,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2304.05146 ,Loop Closure Detection Based on Object-level Spatial Layout and Semantic Consistency,1,ai_generated,
391,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2304.03495 ,Devil's on the Edges: Selective Quad Attention for Scene Graph Generation,2,ai_generated,10.1109/cvpr52729.2023.01790
390,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2304.00733 ,Unbiased Scene Graph Generation in Videos,0,ai_generated,10.1109/cvpr52729.2023.02184
389,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2304.00590 ,SPAN: Learning Similarity between Scene Graphs and Images with Transformers,4,ai_generated,10.1109/tpami.2025.3630242
388,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.15994 ,HiLo: Exploiting High Low Frequency Relations for Unbiased Panoptic Scene Graph Generation,0,ai_generated,10.1109/iccv51070.2023.01978
387,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2303.14408 ,VL-SAT: Visual-Linguistic Semantics Assisted Training for 3D Semantic Scene Graph Prediction in Point Cloud,3,ai_generated,10.1109/cvpr52729.2023.02065
386,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2304.10505 ,Video Pre-trained Transformer: A Multimodal Mixture of Pre-trained Experts,0,ai_generated,
385,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2303.13293 ,LABRAD-OR: Lightweight Memory Scene Graphs for Accurate Bimodal Reasoning in Dynamic Operating Rooms,0,ai_generated,
384,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.13233 ,Visually-Prompted Language Model for Fine-Grained Scene Graph Generation in an Open World,1,ai_generated,
383,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2303.13209 ,Taking A Closer Look at Visual Relation: Unbiased Video Scene Graph Generation with Decoupled Label Learning,0,ai_generated,10.1109/tmm.2023.3338078
